parameters,values
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.741046905517578
posterior_day_1,10.0
posterior_day_1,8.954863548278809
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.347770690917969
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.3581962585449219
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.33290958404541
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.618894577026367
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.103165626525879
posterior_day_1,-7.445016860961914
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-6.387777328491211
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.211689949035645
posterior_day_1,-7.815126419067383
posterior_day_1,10.0
posterior_day_1,-2.347139358520508
posterior_day_1,7.059649467468262
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.105974197387695
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.9161415100097656
posterior_day_1,10.0
posterior_day_1,7.9176740646362305
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.186258316040039
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.436588287353516
posterior_day_1,10.0
posterior_day_1,7.625761032104492
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,1.7408723831176758
posterior_day_1,10.0
posterior_day_1,-8.003400802612305
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.962576866149902
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.514152526855469
posterior_day_1,-4.885414123535156
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.910003662109375
posterior_day_1,10.0
posterior_day_1,-1.3466987609863281
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.2243013381958
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.963030815124512
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.1505889892578125
posterior_day_1,10.0
posterior_day_1,-1.1428136825561523
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-4.55088996887207
posterior_day_1,3.664806365966797
posterior_day_1,3.734734535217285
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.473114013671875
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-2.001034736633301
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.02093505859375
posterior_day_1,10.0
posterior_day_1,9.516117095947266
posterior_day_1,0.08871650695800781
posterior_day_1,6.085784912109375
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.720430374145508
posterior_day_1,10.0
posterior_day_1,3.2757997512817383
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.164519309997559
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.136873245239258
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.359210968017578
posterior_day_1,10.0
posterior_day_1,-1.9710521697998047
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,1.3265361785888672
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.7550134658813477
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-1.4292879104614258
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.43483734130859375
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.24171066284179688
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.642385482788086
posterior_day_1,10.0
posterior_day_1,-1.818838119506836
posterior_day_1,-10.0
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.005402565002441
posterior_day_1,10.0
posterior_day_1,5.858660697937012
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.756189346313477
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-10.0
posterior_day_1,9.958481788635254
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.032346725463867
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.2047929763793945
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.41174602508545
posterior_day_1,10.0
posterior_day_1,3.0895090103149414
posterior_day_1,6.864319801330566
posterior_day_1,8.68238353729248
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.204487800598145
posterior_day_1,5.364121437072754
posterior_day_1,-2.555988311767578
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.057522773742676
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.34665679931640625
posterior_day_1,10.0
posterior_day_1,4.3877787590026855
posterior_day_1,4.056548118591309
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-1.6232013702392578
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-5.445140838623047
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-4.595558166503906
posterior_day_1,-2.1315603256225586
posterior_day_1,10.0
posterior_day_1,7.388721466064453
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.9172563552856445
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-8.490954399108887
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.508432388305664
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.547410011291504
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-2.7933712005615234
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.584847450256348
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-7.993260383605957
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-2.663473129272461
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.663904190063477
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-5.676361083984375
posterior_day_1,-0.7319741249084473
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-3.5997772216796875
posterior_day_1,10.0
posterior_day_1,-3.188478469848633
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.792316436767578
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.91049861907959
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-6.724957466125488
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.746650695800781
posterior_day_1,0.026723861694335938
posterior_day_1,5.3449811935424805
posterior_day_1,10.0
posterior_day_1,6.654338836669922
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.288394927978516
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-7.738185882568359
posterior_day_1,10.0
posterior_day_1,3.831562042236328
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.976778030395508
posterior_day_1,9.172438621520996
posterior_day_1,10.0
posterior_day_1,7.300527572631836
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.636714935302734
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.479063034057617
posterior_day_1,10.0
posterior_day_1,-1.581242561340332
posterior_day_1,1.1008758544921875
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.727394104003906
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-5.490658760070801
posterior_day_1,10.0
posterior_day_1,-1.2541790008544922
posterior_day_1,10.0
posterior_day_1,5.592832565307617
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-6.351095199584961
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.517219543457031
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.7186813354492188
posterior_day_1,7.171802043914795
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.1733245849609375
posterior_day_1,7.953660011291504
posterior_day_1,10.0
posterior_day_1,-7.349748611450195
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-2.951852798461914
posterior_day_1,2.1734466552734375
posterior_day_1,10.0
posterior_day_1,-0.6753215789794922
posterior_day_1,10.0
posterior_day_1,8.642586708068848
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.5262279510498047
posterior_day_1,9.12014389038086
posterior_day_1,10.0
posterior_day_1,4.678951263427734
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.570085525512695
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.900043487548828
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-3.4916372299194336
posterior_day_1,8.925454139709473
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-5.096487045288086
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.128108024597168
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-10.0
posterior_day_1,9.40666675567627
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.561352729797363
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.52264404296875
posterior_day_1,10.0
posterior_day_1,-0.7549495697021484
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.650015830993652
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.691743850708008
posterior_day_1,-5.023870468139648
posterior_day_1,2.4807491302490234
posterior_day_1,0.7112789154052734
posterior_day_1,10.0
posterior_day_1,4.947031021118164
posterior_day_1,10.0
posterior_day_1,8.857881546020508
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.962845802307129
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.30156421661377
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.185802459716797
posterior_day_1,2.3998851776123047
posterior_day_1,5.997086524963379
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.964478969573975
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.2028169631958
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.8539838790893555
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.885782241821289
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.959407806396484
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-0.5286073684692383
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.222785949707031
posterior_day_1,10.0
posterior_day_1,-0.32454776763916016
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.435759544372559
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,2.7584800720214844
posterior_day_1,2.3378171920776367
posterior_day_1,10.0
posterior_day_1,8.326851844787598
posterior_day_1,7.927207946777344
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.464350700378418
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.607921600341797
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.059818267822266
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.265178680419922
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,0.1417999267578125
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.993793487548828
posterior_day_1,-10.0
posterior_day_1,10.0
posterior_day_1,1.8994903564453125
posterior_day_1,-1.172780990600586
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.74638557434082
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-3.3512468338012695
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-8.491413116455078
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.798126220703125
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.319472312927246
posterior_day_1,-3.7864322662353516
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.790620803833008
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.398860931396484
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-4.40440559387207
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.073787689208984
posterior_day_1,-1.7100467681884766
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,3.711557388305664
posterior_day_1,10.0
posterior_day_1,9.436075210571289
posterior_day_1,10.0
posterior_day_1,1.5584125518798828
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.327886581420898
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.16944694519043
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.708287239074707
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,6.315982818603516
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-5.426582336425781
posterior_day_1,10.0
posterior_day_1,7.227806091308594
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-1.3171577453613281
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,5.366401672363281
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.5139970779418945
posterior_day_1,5.15436315536499
posterior_day_1,10.0
posterior_day_1,5.928337097167969
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.307522773742676
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.669273376464844
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,-2.534407615661621
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,9.40601921081543
posterior_day_1,9.888679504394531
posterior_day_1,10.0
posterior_day_1,1.6134052276611328
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,8.572330474853516
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,4.935656547546387
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,7.840081214904785
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
posterior_day_1,10.0
