beta0,beta1,beta2,beta3,sigma,chain
27.638994,26.737963,-22.058977,-5.104082,16.75914,chain_0
19.199717,7.5444336,5.708991,-12.370485,12.484323,chain_0
15.842788,9.288378,15.179862,-26.250696,11.632585,chain_0
21.801853,14.814356,-4.327213,-8.662574,11.249569,chain_0
15.960715,28.652882,-3.005511,-24.874773,11.975875,chain_0
19.749815,13.570473,-30.981476,17.470842,10.004629,chain_0
14.819532,27.632114,-20.497574,-6.2038608,12.310259,chain_0
17.034414,-10.311134,6.234602,1.1476083,15.808408,chain_0
21.061808,15.449192,-9.842152,-5.623357,10.887836,chain_0
19.809866,25.861748,-27.238586,0.22601095,12.593538,chain_0
13.470883,4.098135,0.40583515,-3.7827723,12.339868,chain_0
17.81701,14.179407,-25.22021,11.992517,10.606627,chain_0
18.11661,-1.8714328,-1.9592662,3.1470077,14.488177,chain_0
18.78459,-4.439877,1.3269933,4.0273504,9.784041,chain_0
16.53611,-4.208484,3.32162,0.487926,10.114389,chain_0
19.58606,2.3061442,6.991763,-8.60321,9.722413,chain_0
14.65713,-4.2543716,18.82146,-12.575357,11.361973,chain_0
16.72389,32.960552,-35.597527,3.2147784,9.897867,chain_0
17.806698,-13.991692,8.64643,6.6413345,11.903082,chain_0
15.891079,-1.3564631,-14.246496,14.769508,16.303774,chain_0
16.818445,-4.60633,-13.109627,10.900941,12.768639,chain_0
17.42954,30.704494,-2.3181307,-16.990747,13.559875,chain_0
20.650702,20.871786,-6.7891083,-12.658568,11.675734,chain_0
19.009064,-13.733815,23.420515,-15.001591,10.861235,chain_0
18.799473,7.9543247,14.63124,-20.065365,9.594975,chain_0
15.663494,16.770226,-10.477566,-5.7714124,11.610521,chain_0
17.067448,38.215523,-22.98768,-14.759123,8.391687,chain_0
19.468971,-2.3247144,15.162827,-13.246915,10.153698,chain_0
18.416105,6.798513,1.6756035,-9.072079,10.157293,chain_0
18.245459,4.1065536,7.011914,-7.228051,10.643171,chain_0
18.083082,12.744284,10.511287,-22.995274,13.989907,chain_0
15.579559,4.155817,7.863614,-12.319564,7.641212,chain_0
16.71141,14.982949,7.506238,-20.231512,9.32423,chain_0
11.656672,20.356009,-9.404334,-12.608294,10.581032,chain_0
20.470028,4.6712246,-13.623256,11.904691,12.399452,chain_0
14.657057,-3.4023306,-14.319636,14.031405,10.630982,chain_0
18.01114,7.2521167,-7.058187,0.8356066,9.361854,chain_0
15.898589,-15.946747,22.650883,-10.549265,12.605978,chain_0
14.410247,12.138935,-11.402642,-1.5785923,9.706069,chain_0
18.292023,23.447363,-13.981532,-9.741663,14.080625,chain_0
16.43819,7.7447424,-8.112612,3.5380335,10.463637,chain_0
16.613228,20.60341,-3.8893223,-17.723938,11.303042,chain_0
18.567402,12.81026,7.510845,-21.580515,8.711834,chain_0
16.010532,6.794468,-5.7833734,1.4831233,9.040417,chain_0
12.868516,28.77699,-31.15617,2.7595935,10.881252,chain_0
20.273329,21.928232,-34.96386,9.79349,13.556645,chain_0
20.3619,6.238305,-2.5563352,-0.31473702,12.602804,chain_0
17.966228,-18.848028,-10.271186,27.178324,10.877354,chain_0
18.180624,11.717769,-14.066718,4.608267,8.96975,chain_0
13.208479,15.681926,-9.891721,-3.7244008,11.974436,chain_0
17.439114,10.086262,-14.762975,0.41316482,13.4574375,chain_0
17.123907,30.287886,12.386644,-41.748142,11.618321,chain_0
18.223352,22.792007,-17.556133,-3.566513,10.505522,chain_0
15.820252,0.8294909,14.716332,-15.015102,10.988774,chain_0
18.557749,21.554342,-18.89732,-3.037068,10.189533,chain_0
17.237581,3.0009143,17.991043,-23.014149,8.1976385,chain_0
16.92722,14.033917,-6.223932,-10.2781725,8.24264,chain_0
18.189047,32.050842,-26.780916,-4.1314497,16.989845,chain_0
29.334404,52.022842,-48.66059,-0.45240235,19.495373,chain_0
14.307754,27.315327,-46.747585,12.2434435,15.661892,chain_0
12.576567,24.416204,-13.20967,-10.6497965,9.520016,chain_0
16.746489,-0.04249084,2.492411,-2.421949,10.533749,chain_0
19.023527,29.99643,-16.9243,-13.141118,9.935218,chain_0
20.395666,16.722574,8.318932,-26.15297,9.920392,chain_0
23.895025,3.4641414,12.941948,-17.147083,11.191515,chain_0
19.222069,-9.283173,16.726402,-8.529732,11.321523,chain_0
15.121325,7.288808,-2.616737,-6.7325163,11.42454,chain_0
16.680395,16.316956,3.4016514,-20.935291,11.283301,chain_0
17.084091,46.181305,-36.515774,-8.428083,11.947504,chain_0
16.580334,31.27515,-24.744616,-4.782177,11.771233,chain_0
17.061453,27.723255,-11.085616,-14.312693,10.539835,chain_0
18.52811,-2.0398917,-3.404681,7.839422,11.564087,chain_0
17.678444,-5.183343,9.153908,-9.690335,11.824375,chain_0
18.060661,-8.552834,18.86145,-7.0225596,10.239077,chain_0
18.686798,0.23726991,5.457669,-4.3628736,11.760105,chain_0
16.048403,-3.4405313,0.9601705,-2.420316,8.695638,chain_0
21.367783,-1.7325402,0.23315954,-2.353044,11.585217,chain_0
19.112482,-2.744318,12.558665,-11.172118,7.557137,chain_0
17.988857,8.623641,2.999178,-12.116336,9.596549,chain_0
19.594923,11.600913,-8.3714075,-6.557309,10.245717,chain_0
16.553799,21.238153,-28.954578,7.820074,11.345347,chain_0
18.474197,30.549807,-3.1702237,-23.274477,14.829219,chain_0
18.387674,-15.127579,18.50248,-1.7780633,11.749427,chain_0
18.55032,12.663252,-16.923258,8.779131,14.191379,chain_0
19.73732,26.994583,-20.968393,-7.832318,7.766521,chain_0
13.920767,48.455265,-42.964382,-5.0219355,13.000513,chain_0
19.390903,36.93689,-32.195896,-4.716708,12.217358,chain_0
15.2612295,8.304769,-11.92282,4.92291,13.165239,chain_0
14.896133,28.265406,-1.5874294,-23.015821,12.789993,chain_0
21.564398,-0.17437863,-8.8206835,6.0829134,13.606603,chain_0
15.634408,3.02532,19.636686,-22.093435,10.252656,chain_0
13.999093,9.816072,2.7972176,-11.132429,11.597388,chain_0
14.558856,11.80829,-17.292349,7.1614413,10.904813,chain_0
18.328701,11.767789,-4.6073027,-9.7244835,10.105505,chain_0
17.45062,16.656717,-8.4736805,-10.643973,10.749942,chain_0
17.85231,8.54009,10.671934,-15.255194,9.888732,chain_0
16.674955,7.121131,-16.701015,11.686005,12.496821,chain_0
26.065123,-16.917841,-8.381597,26.08113,10.796751,chain_0
21.574152,4.371025,-20.198914,15.369182,9.790281,chain_0
17.775675,-7.788852,19.580803,-6.9525065,11.067442,chain_0
16.010584,20.669912,-23.511166,3.7355268,12.40807,chain_0
16.956663,-4.9862237,3.451289,1.3995572,10.924173,chain_0
14.687149,2.8347464,9.232699,-11.503278,13.040718,chain_0
20.40249,25.754559,-2.5725992,-23.810635,12.356213,chain_0
18.186329,-19.24044,42.367958,-19.873072,13.551025,chain_0
23.43032,-9.062309,-13.279129,26.130056,16.50978,chain_0
20.732027,1.1119676,-11.650579,12.959472,9.9277115,chain_0
14.440522,13.732456,9.10561,-23.197126,13.341496,chain_0
18.600693,-25.31392,31.531586,-7.6720166,11.902954,chain_0
16.80555,26.417826,-10.120183,-16.117369,11.374563,chain_0
19.632679,20.285841,8.773397,-28.023407,10.581029,chain_0
17.471483,12.3025465,30.254555,-39.99248,11.37912,chain_0
17.788977,48.088108,-27.304314,-18.04943,11.180274,chain_0
15.576737,-5.217497,8.863614,-1.988905,12.243318,chain_0
18.89731,-11.020588,35.719635,-26.61394,12.17367,chain_0
18.25644,11.563461,24.230967,-34.364017,11.719687,chain_0
17.460098,2.3485155,-7.2403355,5.4615717,9.825929,chain_0
17.719057,23.65599,-11.725874,-11.19807,10.493119,chain_0
19.655235,2.1619692,2.7877548,-3.8157892,11.864088,chain_0
16.26099,-6.61815,32.06447,-26.759058,9.158774,chain_0
16.396235,-4.0552406,14.564278,-11.052244,12.823483,chain_0
15.200422,46.19307,-18.822077,-27.439528,11.712481,chain_0
19.41489,-23.40677,14.885427,9.378002,11.491698,chain_0
19.266628,5.3423963,30.517492,-34.83365,10.116121,chain_0
17.40585,9.786697,-3.0623357,-5.438051,8.752434,chain_0
17.780813,9.788325,-0.6830984,-7.657294,8.856014,chain_0
18.6643,35.26946,-24.628605,-7.2533836,14.0803995,chain_0
21.09642,43.88094,-30.54994,-11.914329,10.179748,chain_0
18.779577,16.506826,25.56709,-43.118473,15.914479,chain_0
22.948774,-0.39114463,6.7910953,-8.43712,12.843923,chain_0
17.459185,14.0821,-8.415134,-7.32564,10.137672,chain_0
20.577906,6.6110373,28.79214,-33.76448,10.800135,chain_0
14.602441,-23.666647,48.149246,-22.208271,12.228143,chain_0
17.786581,13.111864,-10.747481,-0.9026542,12.757303,chain_0
15.504352,42.474564,-40.36116,-1.7516627,14.220825,chain_0
16.362503,23.46867,-6.7525377,-13.96411,12.679443,chain_0
21.214613,-23.241716,31.305855,-13.768628,19.336342,chain_0
21.566803,51.27787,-41.792175,-14.709496,13.788299,chain_0
19.492245,27.648405,-29.623512,1.11275,12.785967,chain_0
21.87984,30.118946,-32.857998,10.729319,15.518884,chain_0
17.429968,31.324068,-20.910736,-7.732537,11.475968,chain_0
20.834492,5.6441936,9.114533,-16.195847,10.087968,chain_0
18.05754,6.0534825,38.856354,-42.521248,11.014038,chain_0
19.099583,8.5263405,24.89176,-37.674023,13.159572,chain_0
16.029566,11.892836,-5.0833664,-9.5557575,11.001168,chain_0
13.61491,-31.247978,61.29946,-31.869177,14.949742,chain_0
18.76306,20.811197,29.118504,-49.688,15.185148,chain_0
19.381176,16.686073,17.488,-36.924736,13.479854,chain_0
12.694807,26.82147,-9.294062,-12.799625,11.112971,chain_0
17.133814,20.905037,2.4412348,-22.491959,7.268033,chain_0
15.7796,-5.8658457,15.324539,-8.073445,11.375483,chain_0
16.888605,5.0030713,3.3370137,-9.978123,7.86849,chain_0
17.504244,35.47008,-27.786095,-10.578356,11.422156,chain_0
15.336217,12.504352,-9.452773,-4.5574565,10.5966835,chain_0
19.130564,6.5958414,20.247034,-23.779015,10.037845,chain_0
15.714879,10.156903,-35.32802,22.79919,11.5489855,chain_0
13.400335,2.6263175,-0.10070056,-2.9563699,10.324538,chain_0
17.084284,35.754883,-25.591915,-11.90369,10.178952,chain_0
18.468756,-27.341795,32.089314,-5.006649,10.458754,chain_0
14.863937,-29.284212,25.347565,2.5921276,12.196232,chain_0
20.428062,18.87453,-5.4061027,-13.393446,10.518978,chain_0
18.235928,27.877298,-11.231969,-15.856199,11.541264,chain_0
22.624065,11.646225,29.823196,-38.440926,12.975289,chain_0
12.646126,-3.7671964,-8.727099,10.19186,11.172775,chain_0
19.93153,-2.89532,-1.7304165,9.177067,10.067103,chain_0
18.138039,12.947888,-5.818209,-6.8535185,9.242237,chain_0
20.158058,16.996489,-17.19678,0.95571196,10.893151,chain_0
12.938523,19.453941,-24.208443,4.319468,14.8778305,chain_0
21.328308,-4.5291705,14.026206,-6.92103,11.241841,chain_0
15.075203,0.46391153,0.07589233,-1.9182866,8.310095,chain_0
18.43749,12.582123,-10.430708,0.44275618,12.950101,chain_0
18.343615,10.693747,-15.543472,4.623667,12.960226,chain_0
17.432856,-7.4714985,24.488134,-19.902548,11.922989,chain_0
16.26865,40.55553,-17.945744,-21.26975,9.487904,chain_0
18.27697,13.341293,4.0433464,-16.8629,10.418342,chain_0
16.688696,1.3180053,5.5272584,-7.259861,12.419737,chain_0
16.365986,19.228153,-13.157821,-4.6050224,9.551727,chain_0
15.655608,25.057035,-43.642544,17.179573,13.143683,chain_0
17.277557,23.091188,3.1560175,-25.961037,11.206128,chain_0
16.346392,4.380935,30.977228,-35.59799,9.803249,chain_0
16.60269,8.291024,-4.510644,-4.6772323,12.16807,chain_0
15.647771,-2.390602,7.9074535,-7.929363,9.843676,chain_0
13.5541,6.975765,1.6878166,-8.4214735,10.374803,chain_0
15.464421,3.4633484,-0.95563674,-0.7470012,12.5675955,chain_0
16.72798,-3.541647,13.47631,-8.437804,10.649438,chain_0
19.39366,10.078771,-11.440584,4.3292055,14.242836,chain_0
19.620644,9.888702,-15.744721,2.1561046,12.349512,chain_0
17.627314,22.498909,-14.835505,-5.2655535,8.450752,chain_0
17.824028,29.647625,-5.9731884,-27.918938,11.352553,chain_0
14.104814,17.612621,6.674119,-25.217304,12.37967,chain_0
15.199394,29.730085,-2.4812236,-27.113655,11.096448,chain_0
16.156237,26.134537,-19.548538,-5.182824,10.452501,chain_0
16.05245,24.614016,-8.448625,-16.812862,9.432196,chain_0
19.159523,24.504942,-20.31357,-4.6511407,12.767695,chain_0
18.096096,18.132551,10.074175,-28.797054,11.227027,chain_0
22.930557,38.56394,0.7913016,-36.900898,11.148849,chain_0
13.847551,-8.161846,-0.16357292,6.8628974,11.954958,chain_0
16.748917,-15.416376,24.560198,-8.661858,8.276809,chain_0
14.853546,26.654156,-8.59468,-20.234911,13.636885,chain_0
19.362394,4.545107,-7.1563025,0.5751112,9.183456,chain_0
15.181794,19.522446,13.017472,-30.792969,16.09297,chain_0
17.624832,5.8010497,-30.062588,22.791363,10.831049,chain_0
20.089497,7.0933485,-19.47145,15.6194,11.16711,chain_0
17.425676,22.695017,-1.5545617,-22.749416,12.604214,chain_0
19.76862,-6.205756,6.9059253,2.4887156,11.422134,chain_0
19.685955,-5.6386685,3.7162998,-1.3941464,13.017038,chain_0
16.313465,-0.1342986,8.442852,-5.581648,11.730355,chain_0
14.299555,31.908993,-24.626364,-6.6076493,12.149511,chain_0
21.31444,24.425123,-9.039137,-17.209284,12.52998,chain_0
16.282738,1.0871261,14.21071,-15.044058,11.235757,chain_0
15.3697405,25.300306,-8.414371,-16.987741,11.486718,chain_0
15.691983,6.312405,-0.12826115,-5.2080164,8.166287,chain_0
19.453886,17.263056,-36.946526,18.391079,10.66524,chain_0
17.87351,18.404032,-13.958354,-3.670892,9.920113,chain_0
19.451744,5.845186,20.612911,-26.968678,10.545973,chain_0
19.8483,-17.017141,8.142516,9.713582,10.892621,chain_0
15.330368,21.43566,12.704991,-34.465973,11.894629,chain_0
15.737986,49.03449,-5.102256,-43.338203,15.431106,chain_0
13.50756,16.635176,-32.90827,16.97947,12.150771,chain_0
18.85997,7.947404,-16.589937,10.337613,8.388053,chain_0
16.733019,-0.66257656,5.930218,-7.2285743,9.796163,chain_0
14.720029,23.202356,-47.42315,27.053202,10.59776,chain_0
18.363548,29.382093,-65.35787,34.32347,14.615619,chain_0
21.094618,15.483623,-4.593277,-5.4767337,9.948708,chain_0
20.574276,11.267622,15.887619,-26.76284,11.860869,chain_0
16.187435,23.132378,-4.4502206,-17.24,13.559865,chain_0
16.184141,9.8233795,-22.290943,9.839564,9.741544,chain_0
19.491514,-31.576756,47.70235,-13.115264,11.338428,chain_0
14.974779,10.345264,-18.107452,6.2910595,12.032514,chain_0
15.190913,3.619952,-16.070328,10.019321,9.82766,chain_0
16.10172,13.387907,-16.912563,4.146128,9.281492,chain_0
16.723295,-10.82211,42.61599,-30.355886,11.929117,chain_0
16.075527,2.8765862,-7.446868,7.6688037,11.337471,chain_0
18.847683,11.966876,20.166576,-33.175865,11.612285,chain_0
22.516203,42.347805,-50.32235,5.457908,10.124451,chain_0
16.506863,-12.081181,33.80748,-18.479641,9.443145,chain_0
20.453722,14.231403,9.29036,-24.265387,9.818273,chain_0
17.637192,2.6401925,8.670666,-9.560218,10.642366,chain_0
16.261904,9.457005,-32.308735,25.625017,11.345355,chain_0
18.445183,-10.245129,35.20334,-24.818819,12.847846,chain_0
16.573832,30.482641,-16.760805,-15.791925,8.869556,chain_0
18.600105,9.493867,-0.5472684,-7.488831,10.215274,chain_0
18.273388,17.655033,-18.049154,0.5693081,8.93819,chain_0
15.203498,7.427638,5.607708,-12.006075,10.680433,chain_0
17.740505,13.590388,-5.3318176,-8.910159,12.046488,chain_0
15.894689,6.9082804,0.34901252,-9.612657,10.41587,chain_0
13.426017,-8.5121975,-0.07855986,7.5468483,11.029892,chain_0
21.13418,17.958412,0.15793186,-20.7455,9.754429,chain_0
17.754936,7.247555,-2.6010265,-7.8891206,8.350466,chain_0
12.631893,-5.424291,-2.730332,6.5735025,12.328407,chain_0
14.857523,26.38326,-21.609478,-5.8114333,9.3650055,chain_0
17.88676,10.696062,2.3236542,-18.709663,12.001889,chain_0
17.972443,20.801607,13.661957,-35.781956,12.719723,chain_0
15.13626,48.694813,-7.604095,-42.277645,15.203312,chain_0
19.9103,-20.917685,30.917233,-13.422437,12.976062,chain_0
15.210139,6.6402707,16.664759,-21.975338,11.881655,chain_0
11.728423,16.171658,-4.595141,-11.138666,8.096212,chain_0
19.172626,-8.732777,8.658281,-1.384441,10.635272,chain_0
18.921494,9.619439,4.040722,-13.790569,11.703012,chain_0
19.370245,-2.066431,7.18981,-1.852367,9.398842,chain_0
15.046541,17.478588,6.5179377,-22.80182,9.419661,chain_0
19.924818,15.003646,6.368067,-20.491993,10.637445,chain_0
15.78285,14.794272,-1.74147,-9.9416895,12.209201,chain_0
19.812092,-6.9154706,30.381893,-17.610239,10.543568,chain_0
21.267082,3.3940365,13.047965,-18.174353,11.556243,chain_0
16.766624,6.998737,17.324305,-27.070236,10.56037,chain_0
21.804258,2.7348237,12.853993,-15.221718,13.7159395,chain_0
21.23325,-2.4297965,13.649523,-9.545922,13.537641,chain_0
18.324787,6.5083947,12.247228,-17.770008,9.621342,chain_0
15.797305,19.826641,-9.304791,-12.466483,11.850413,chain_0
21.323523,27.62176,-30.093918,0.31006303,11.403577,chain_0
17.222475,24.933004,-15.279145,-9.741134,7.831409,chain_0
19.103825,5.7827034,-17.561672,14.747287,11.948892,chain_0
13.581395,-16.582655,9.722958,4.7663527,10.493947,chain_0
14.67952,-8.897763,6.3846083,4.846068,13.815937,chain_0
11.517458,40.586613,-7.4234133,-30.603996,14.62115,chain_0
17.332502,-7.7569447,10.3893585,-2.2654722,8.782432,chain_0
16.319048,20.924488,-15.600411,-7.1355934,9.963912,chain_0
17.427526,3.1329417,-12.796253,7.959176,15.511792,chain_0
20.20879,20.059587,-6.150833,-15.492716,11.184558,chain_0
14.850487,15.99721,-15.552406,2.1656113,11.856377,chain_0
14.145289,5.3880363,33.202007,-32.21122,9.436393,chain_0
15.564824,30.047806,-26.654837,-2.4783392,10.622369,chain_0
18.674925,18.484293,2.6246061,-23.173918,12.040325,chain_0
17.792282,-3.7494633,-1.1602547,3.956422,9.436452,chain_0
21.597952,21.740753,-32.395695,10.751135,11.699544,chain_0
13.479646,7.9217043,-6.588082,-1.070662,9.83268,chain_0
18.198784,50.290405,-28.209938,-14.829191,15.120815,chain_0
19.02317,10.083219,-36.717796,27.51837,17.351532,chain_0
15.499201,2.0950222,5.6438284,-9.331226,7.9629292,chain_0
15.26956,11.048722,-7.159871,-6.900973,12.88357,chain_0
16.012745,4.020523,14.052246,-13.667457,11.351993,chain_0
17.7856,26.804539,-23.669361,1.024982,9.519757,chain_0
14.503994,28.002207,-3.233207,-19.99405,11.122559,chain_0
17.9753,-6.376131,7.5334616,0.026664972,11.717869,chain_0
12.984641,9.536184,-12.014115,2.2395241,15.161452,chain_0
18.842218,-29.527079,30.448462,-0.30378425,12.362666,chain_0
20.802706,18.476444,-12.305367,-7.4741564,10.757698,chain_0
19.590723,13.8845215,-11.175375,-5.105177,11.05154,chain_0
20.144123,13.761347,-5.3655553,-7.7459383,9.32954,chain_0
20.117428,24.287188,-12.692441,-9.918539,10.876467,chain_0
19.205082,5.611389,-9.920805,1.9707934,10.327961,chain_0
17.217175,4.021873,-4.591212,0.79281867,9.586087,chain_0
16.397139,17.227192,-19.012865,-0.09716874,11.040752,chain_0
15.3067875,31.166985,-22.537918,-7.7096696,10.571202,chain_0
17.289612,25.582949,-34.41617,10.033006,10.457744,chain_0
16.533802,20.947018,2.2937586,-21.049667,14.693099,chain_0
15.609523,3.5276346,-10.098965,6.47104,11.13504,chain_0
16.662094,-4.6481,10.665646,-6.627292,10.369495,chain_0
15.119765,-1.8051434,10.60087,-6.264731,10.022102,chain_0
24.36048,22.381338,-28.302916,3.1100588,14.955,chain_0
20.840574,26.648716,-22.249342,-4.8748765,12.892839,chain_0
17.32347,62.744576,-71.8502,10.136461,12.878456,chain_0
16.586365,-4.312666,-8.498898,12.154268,12.046778,chain_0
17.068165,-14.702862,7.914627,9.049182,13.384287,chain_0
11.024596,9.975904,42.856625,-53.663074,13.150022,chain_0
17.066977,5.3646607,6.51082,-14.189185,11.222063,chain_0
21.469278,21.898405,-5.2535534,-16.32357,9.160934,chain_0
19.139444,30.93934,-19.072842,-10.888241,10.731801,chain_0
15.931902,14.100135,-20.545511,8.566217,12.21068,chain_0
19.16702,-2.1737313,1.676413,2.5635378,12.907455,chain_0
18.293678,10.323059,32.877598,-44.83994,15.656926,chain_0
19.587938,18.71885,-20.863754,5.303953,12.4220705,chain_0
15.219786,18.40015,-15.420655,-5.743964,10.080558,chain_0
15.670793,12.654693,-13.247541,2.6769423,11.364504,chain_0
18.70041,-10.7740965,32.20379,-23.102715,10.892385,chain_0
16.035252,15.249061,-2.531784,-12.3695135,16.171753,chain_0
15.935744,25.861267,-37.14992,11.939955,11.739115,chain_0
17.305944,19.210897,-6.395713,-16.086512,11.329785,chain_0
17.541634,20.466368,1.989749,-20.866827,9.147593,chain_0
20.290337,-1.2943132,4.9460535,-4.0668335,9.01332,chain_0
17.787062,-5.348141,18.724976,-12.04748,9.8790655,chain_0
17.023548,9.85324,-9.280812,2.3401766,12.474989,chain_0
19.632532,15.262091,17.39722,-31.925575,10.300018,chain_0
17.161892,12.993099,-4.6167784,-7.715661,7.678235,chain_0
19.646088,-21.61148,20.60308,0.30864042,11.74855,chain_0
21.224676,-3.279483,-15.249066,18.636372,12.12038,chain_0
19.762848,14.812192,-11.592429,-3.2062752,11.85647,chain_0
16.506277,34.3735,-11.314773,-24.423018,10.05597,chain_0
21.309105,5.7178345,18.193913,-18.744623,12.763845,chain_0
19.949154,11.001277,20.632591,-34.356277,10.369023,chain_0
16.508698,-0.36068058,-8.24788,6.1243267,12.85852,chain_0
16.709806,10.292325,-15.681561,5.487984,11.44411,chain_0
17.96349,-13.191535,-9.900504,21.22982,10.126059,chain_0
